"ID","Title","Link","Content","Gold Label"
"167","Consumers to choose from multiple power suppliers under NTDC restructuring","https://www.geo.tv/latest/573652-consumers-to-choose-from-multiple-power-suppliers-under-ntdc-restructuring","ISLAMABAD: With the incumbent government formally deciding to overhaul its energy transmission sector, consumers will be able to choose from multiple electricity suppliers due to the restructuring of the National Transmission and Dispatch Company (NTDC),The Newsreported on Sunday. ""The NTDC has long been plagued by mismanagement, but we are introducing sweeping changes to improve the sector,"" said Federal Energy Minister Awais Leghari during a press briefing saying that the body will be divided into three separate entities by early next year to boost efficiency and cut costs in the nation's power grid. This restructuring, which has already been approved by the cabinet, is expected to improve oversight and eliminate longstanding issues like project delays, cost overruns, corruption and nepotism. It will create three independent entities — the National Grid Company of Pakistan (NGCP), Energy Infrastructure Development and Management Company (EIDMC), and Independent System and Market Operator (ISMO). NGCP will focus on making the country’s power transmission services more reliable and efficient. EIDMC will oversee development activities and manage energy infrastructure projects, while ISMO will establish a competitive electricity market, allowing consumers to choose from multiple suppliers, including distributors, to drive down costs. Each of these new entities will operate under separate boards of directors to promote accountability and reduce bureaucratic delays. Unlike the previous structure which employed thousands of staff, each new company will have between 50 and 70 employees. In addition to NTDC restructuring, the government is negotiating with private energy generators to reduce costs for consumers, with a focus on lowering power tariffs. Following this, the government plans to negotiate with its own generators including local renewable energy sources like wind and solar plants to lower costs and cut power tariffs. The minister highlighted Pakistan's growing prominence in green energy, noting that renewable sources including wind, solar, nuclear and hydro-power now account for 55% of the country’s energy mix. He said within the next decade, 88% of the nation’s energy production would come from clean sources. ""We are proud to be a leader in green energy in the region,"" said Leghari. He also underscored Prime Minister Shehbaz Sharif's recently announced Electricity Sahulat Package which will significantly reduce electricity prices by Rs26 per unit for consumers during the winter months —December 2024 to February 2025. The minister said the initiative was designed to encourage consumers to use electricity for heating instead of gas. If successful, the package could become an annual relief measure, providing lower prices during the winter months. ""Our goal is to make affordable electricity a consistent option for the public,"" he said, adding that the government remained committed to further reforming the energy sector, with the ultimate goal of transforming the country into the most efficient energy provider in the region. Leghari further highlighted recent improvements in power theft prevention and recovery, which contributed to better energy management. He encouraged consumers to take advantage of the new winter electricity package, emphasising that it would stimulate economic activity while supporting the country’s energy efficiency goals.","business"
"168","CCP stresses structural reforms to address state monopoly","https://www.geo.tv/latest/573521-ccp-stresses-structural-reforms-to-address-state-monopoly","ISLAMABAD: The Competition Commission of Pakistan (CCP) has said that Pakistan was in dire need of competitive reforms in its power sector long dominated by state-owned enterprises (SOEs) and saddled with inefficiencies,The Newsreported on Saturday. CCP's report ""State of Competition in the Key Markets in Pakistan: Power Sector,"" says that the power sector's monopolistic grip, largely controlled by state enterprises, restricts private sector entry and drives up costs, leaving consumers with high bills and limited choices. Structural inefficiencies and a centralised single-buyer model exacerbate the problems, with power losses exceeding 17.6%, an ageing infrastructure, and soaring circular debt, it added. The report further highlights the significant presence and impact of SOEs on competition within the power sector, offering strategic insights for fostering a more competitive market environment. ""This report is a testament to the CCP's commitment to promoting fair competition and addressing market inefficiencies in every sector of the economy,"" said CCP Chairman Dr Kabir Ahmed Sidhu while emphasising the critical role of a competitive power sector in driving economic growth and ensuring affordable energy for consumers. Furthermore, the forum calls for change: to revitalise the sector through privatisation, investment in smart grids, and a shift to competitive pricing — before these entrenched flaws further erode economic stability and energy affordability for Pakistan. It reveals fundamental weaknesses in market dynamics, regulatory frameworks, and infrastructure quality that are impeding efficiency and affordability in the sector. Transmission and distribution are primarily controlled by the National Transmission and Dispatch Company (NTDC) and regional distribution companies (Discos). A single-buyer model further restricts competition, with the Central Power Purchasing Agency (CPPA-G) acting as the sole purchaser of power producers. This centralised setup not only discourages private investment but also contributes to high operational inefficiencies, particularly in distribution where average losses exceed 17.6%. The sector’s installed capacity has grown, reaching 45,885 megawatts as of June 2023, with a diversified energy mix. Thermal sources account for 62.79% of this capacity, followed by hydel (23.18%), nuclear (7.89%), and renewables (6.14%). Furthermore, a competitive trading bilateral contract market (CTBCM) model was approved in 2020 to encourage private players, allowing bulk consumers to choose their power providers. Major weaknesses include high transmission and distribution losses, an ageing infrastructure, and circular debt that exacerbates inefficiency. The Paris Agreement, which Subsidies provided under the tariff differential subsidy (TDS) mechanism, while meant to stabilise prices, often benefits inefficient Discos disproportionately, undermining market equity. Additionally, unreasonable system charges deter new private entrants, hindering competitive pricing and sectoral reforms. Pakistan has significant potential to enhance competition by implementing the CTBCM model effectively. Encouraging private-sector participation, particularly through initiatives like competitive bidding for low-cost generation projects, could lower consumer prices and improve operational efficiency. Investment in smart grids and renewable energy, as seen in other countries, presents a sustainable path forward. Geographical and socio-economic challenges, including high costs associated with rural grid expansion and power losses due to long-distance transmission, create a complex operational environment. Resistance from entrenched SOEs and regulatory delays could stymie needed reforms. Without swift action, the sector’s inefficiencies could increasingly burden Pakistan’s economic growth and energy affordability. The report calls for sweeping reforms, including the phased privatisation or public-private partnerships (PPPs) for Discos to tackle distribution losses. It also recommends infrastructure investment, tariff rationalisation, and regulatory enhancements to support the CTBCM model’s implementation, setting the stage for broader retail competition. The CCP recommends swift implementation of the CTBCM model to open the wholesale electricity market, allowing bulk consumers more choice and fostering competition. Strengthening regulatory and market affairs within Discos is essential, alongside transparent charges for transmission and distribution services, the CCP also advises phasing out inefficient state-owned plants to cut costs. Competitive bidding should be used for low-cost generation projects, and the private sector’s participation in transmission expansion is crucial for efficiency. Transitioning Discos to public-private partnerships or privatising them will help reduce losses. Adjusting tariff subsidies to avoid uniform rates will promote efficiency, and gradually lowering the threshold for retail competition will boost consumer choice. Infrastructure upgrades for transmission and distribution are critical for competition, and consumer education on timely payments can improve financial stability and reduce theft. These steps aim to dismantle monopolies and create a more competitive, efficient power sector.","business"
"169","Saudi Arabia's Al Baik set to launch in Pakistan, confirms information minister","https://www.geo.tv/latest/573516-saudi-arabias-al-baik-set-to-launch-in-pakistan-confirms-information-minister","Information Minister Attaullah Tarar announced on Saturday that Saudi Arabia’s popular fast-food chain Al Baik is gearing up to enter the Pakistani market soon. ""Saudi investments are growing. Agreements [between both nations] have now exceeded $6 billion. Al Baik is on its way to Pakistan, and Aramco has opened its first fuel station here,"" Tarar informed reporters in Lahore. Highlighting Pakistan’s improving global economic standing, the minister pointed out that numerous allied countries are now looking to expand their investments in the country.   He further disclosed that Qatar intends to invest $3 billion, while Azerbaijan has plans to contribute $2 billion. Additionally, Pakistan has recently signed a port development agreement with Abu Dhabi officials. ""Foreign reserves now stand at $11 billion, and remittances have reached $8 billion. This will open up significant job opportunities,"" Tarar noted, emphasising the positive impact of remittances on the national economy. He commended the contributions of Pakistanis abroad, remarking that their presence worldwide is boosting the country's foreign exchange through substantial remittances. In recent developments, Saudi Arabia’s Al Baik Food System Company signed a strategic memorandum of understanding with Pakistan’s Gas and Oil Pakistan Ltd (GO) to launch and operate its outlets across Pakistan, marking a critical milestone in the food chain's expansion strategy in the country. The signing ceremony was held with the support of Saudi Minister of Investment, Engineer Khalid Al-Falih, and attended by senior representatives from both Saudi Arabia and Pakistan. Founded in 1974 in Jeddah, AlBaik has gained widespread recognition for its signature broast chicken. With over 120 outlets across Saudi Arabia, Bahrain, and other areas, the chain has built a loyal following, particularly among Pakistani expatriates and visitors to the Kingdom for business or religious reasons. GO, a major player in Pakistan’s oil and gas sector, is backed by a 40% stake from Saudi Aramco, positioning the company as a key partner in Al Baik’s launch across Pakistan.","business"
"170","FinMin Aurangzeb underscores 'credibility gap' affecting relations with IMF","https://www.geo.tv/latest/573510-finmin-aurangzeb-underscores-credibility-gap-affecting-relations-with-imf","ISLAMABAD: Finance Minister Muhammad Aurangzeb has lamented an existing credibility gap with the International Monetary Fund (IMF) affecting Islamabad's relations with the Washington-based lender,The Newsreported on Saturday. Talking to reporters in Islamabad, Aurangzeb said the country faced a trust and credibility gap in the eyes of the Fund because what was uttered and committed, was not implemented fully. His remarks come as Prime Minister Shehbaz Sharif-led government has begun preparations for high-stakes discussions with the lender next week amid the Federal Bureau of Revenue's (FBR) tax shortfall of Rs189 billion in the first four months of the current fiscal year. Confirming that the IMF team will be visiting Pakistan for stocktaking of the existing situation, the finance czar noted that the government fetched the desired revenues from retailers and wholesalers envisaged for the first quarter (July-September) period of the current fiscal year. The minister said the IMF endorsed the electricity winter package as nothing of this sort was done without the approval of the Fund. The structural benchmark and other quotative targets were signed but never fell through with the IMF, he maintained. Commenting on the privatisation process, Aurangzeb said: ""The government cannot run PIA so it will again try to privatise it. The button of privatisation will be switched on again"". Meanwhile, on the tax issue, it is yet to see how the IMF will respond to the government’s claim that the retailers and wholesalers deposited tax revenues of Rs10 billion during the first quarter but the retailers under Tajir Dost Scheme (TDS) paid just peanuts. In the budget for 2024-25, the FBR increased the tax liabilities for wholesalers and distributors under income tax obligation in case of selling products to non-filers and the rate was jacked up ten times. It forced wholesalers and retailers to pay an increased amount of Rs7 to Rs10 billion. Will the IMF accept it as tax payment under TDS is not yet known, said the sources. He said that all four provincial cabinets granted their nod for implementing Agri Income Tax and it would be in place from January 1, 2025, but collection would kick-start from next fiscal year. Additionally, the finance minister said that he did not buy the argument that the real estate resulted in boosting 40 industries. He said that the government would have to bring real estate, retailers and agriculture income into the tax net because the saturation point had already touched for getting maximum tax rates from salaried and manufacturers in the range of 45 to 50%. Can we further jack it up to 60%? The answer lies only in expanding the narrowed tax base and then rationalising tax rates for all others, he added. He said he had paid income tax as a salaried person which would be made public under the declaration of assets and income as parliamentarians.","business"
"171","China unveils sweeping local govt debt swap to lift ailing economy","https://www.geo.tv/latest/573413-china-unveils-14-trln-local-debt-package-but-no-direct-stimulus","BEIJING: China on Friday unveiled some of its most ambitious plans in years to lift local government debt and boost its economy, following a meeting of lawmakers eyeing the possibility of intensified trade tensions with US President-elect Donald Trump. Local governments in China face a ballooning debt burden of $5.6 trillion, according to Beijing, raising worries about wider economic stability. The International Monetary Fund (IMF) put the figure at $8.4 trillion last year. Policymakers gathered in Beijing this week voted to swap their hidden debts — defined as borrowing for which a government is liable, but which is not disclosed to its citizens or to other creditors. The move would raise ""the local government debt limit by six trillion yuan, which will be used to replace existing hidden debts, freeing up space for local governments to better develop the economy and protect people's livelihood,"" state broadcasterCCTVsaid. The move was taken after ""fully considering the international and domestic development environment, ensuring the smooth operation of the economy and finance,"" Finance Minister Lan Fo'an told a press conference in Beijing. The debt ceiling will be raised every year from 2024 to 2026 ""to support local governments in replacing all kinds of hidden debt"", he said. A total of $558 billion of ""hidden debt can be replaced"", Lan explained. And $112 billion ""will be arranged from new local government special bonds every year for five consecutive years to supplement government financial resources"", he added. Lawmakers also approved a new energy law to promote ""carbon neutrality"" as Beijing moves ahead with its pledge to decarbonise its economy by 2060. Officials were this week keeping close tabs on the US vote as they gathered in the Chinese capital for a meeting of the country's top lawmaking body. Trump promised during his campaign of punishing tariffs on Chinese goods that threaten further grief for the world's second-largest economy, which is already grappling with a prolonged housing crisis and sluggish consumption. Observers say Beijing could seek to cushion that blow with a long-awaited ""bazooka stimulus"" for the economy — though caution details might still take time. This week's meeting, originally scheduled for late October, was likely pushed back to allow ""policymakers a chance to address a possible Trump win"", Chief Economist for Greater China at ING Lynn Song said. Beijing began to unveil a raft of measures in September aimed at boosting economic activity, including rate cuts and the easing of some home purchasing restrictions, but analysts have bemoaned the lack of detail so far.","business"
"172","Winter package: Rs26 per unit relief on extra consumption of power announced","https://www.geo.tv/latest/573420-winter-package-up-to-rs26-per-unit-relief-on-extra-consumption-of-power-announced","In an effort to manage seasonal electricity demand and stimulate economic growth, the government on Friday announced the ""Bijli Sahulat Package"" for the winter months from December 2024 to February 2025. According to a statement issued by the Power Division, a flat rate of Rs26.07 per unit will be offered for any additional electricity demand above the benchmark historical average. “Recognising that electricity demand in Pakistan peaks during summer and significantly decreases in winter, this initiative aims to encourage higher consumption during the low-demand winter season by offering reduced electricity rates.” This package will allow industries, commercial, general services and households to save significantly as compared to the prevailing tariffs. It further said that the government is committed to fostering increased industrial and commercial activity as a driver of economic growth. “Industries that consume additional electricity, beyond a set benchmark based on their historical consumption, will benefit from 18% to 37% discount on the prevailing tariff rate,” read the statement.   The Power Division said that this initiative encourages industries to increase production capacity while benefiting from lower average electricity costs, making their operations more cost-effective. Domestic consumers will also benefit from the discounted rate for additional winter electricity consumption, “making it an attractive option for heating and other energy needs that would otherwise rely on gas”. This initiative reflects the government’s commitment to innovative approaches that not only balance electricity demand across seasons but also provide economic advantages to consumers. Furthermore, all the incremental sales over and above 25% of the benchmark consumption would be charged normal tariffs as notified by the government, it added. Lauding the ""Bijli Sahulat Package"", Prime Minister Shehbaz Sharif said that the initiative would help domestic power consumers save significantly on excess consumption. He stated this while addressing a ceremony held in connection with the birth anniversary of Dr Allama Muhammad Iqbal Day —Poet of the East — in the federal capital.   Speaking on the occasion, the premier announced the three-month winter package, saying: “Industries’ wheel in the country will move swiftly due to the winter package.” Under the new package, a flat rate of Rs26.07 per unit would be offered to domestic consumers on extra consumption of electricity during the three-month period, the premier added. He said that the move will help the domestic consumers “save significantly”. He also thanked Power Minister Awais Leghari for the initiative. Highlighting his government’s achievements, PM Shehbaz said that they were taking the country forward in light of Iqbal’s message. “The country’s economic situation improving gradually.” Due to the government’s effective measures, inflation dropped to 6.7% as compared to 30% during the previous year. Interest rate has been slashed to 15%, the PM said, adding that that the rate was at 23% in 2022. He further said that the government was introducing reforms in each sector to put the country on the upward trajectory.","business"
"173","US Supreme Court rejects tobacco firms' appeal over graphic warnings","https://www.geo.tv/latest/576281-us-supreme-court-rejects-tobacco-firms-appeal-over-graphic-warnings","The US Supreme Court declined on Monday to decide whether federally mandated warnings on cigarette packs that graphically illustrate the health risks of smoking violate the free speech rights of tobacco companies opposed to the labels. The justices turned away an appeal by RJ Reynolds and other tobacco companies of a lower court's ruling that found that a set of health warnings required by the US Food and Drug Administration did not violate the rights of the companies under the US Constitution's First Amendment. The action by the justices means the lower court's ruling stands. The rule was adopted by the agency in 2020 during Donald Trump's first presidential administration. The FDA required that warnings about the risks of smoking occupy the top 50% of cigarette packs and top 20% of advertisements. The regulation is technically in effect, but the FDA has generally withheld enforcing it amid legal challenges. The set of 11 warnings include depictions of feet with amputated toes, a baby whose fetal growth had been stunted, and a woman with a large protrusion in her neck caused by cancer, along with written descriptions of various health risks. RJ Reynolds, which is part of British American Tobacco, ITG Brands, which is part of Imperial Brands, Liggett, which is part of Vector Group, and other tobacco companies sued in 2020 to challenge the warning labels. The companies claimed, among other things, that the health warnings violated their free speech rights by compelling the companies to endorse the US government's anti-smoking message through images they said misrepresented or exaggerated health consequences of smoking. US smoking rates have fallen dramatically in the past six decades, from 42.6% of American adults in 1965 to 11.6% in 2022, according to the American Lung Association. But, according to the US Centers for Disease Control and Prevention, smoking still causes more than 480,000 US deaths annually. The FDA said the warnings were justified by the US government's interest in promoting greater understanding of the health risks from smoking, and reducing confusion and deception. The agency argued that the illustrated warnings were necessary because text-only warnings failed to deter teenagers from smoking. US District Judge J Campbell Barker in Tyler, Texas, in 2022 blocked the regulation, finding that the graphic warnings violated First Amendment protections. But the New Orleans-based 5th US Circuit Court of Appeals in March found that the disputed warnings were ""factual and uncontroversial,"" thus satisfying the relevant legal standard under the First Amendment. This prompted the tobacco companies to appeal to the Supreme Court. RJ Reynolds declined on Monday to comment on the court's decision to deny its appeal. In a separate case involving the FDA, the Supreme Court on December 2 is set to hear arguments over the agency's denial of applications to sell flavored vape products.","world"
"174","Maximum term sought in French mass rape trial for husband who drugged wife","https://www.geo.tv/latest/576256-maximum-term-sought-in-french-mass-rape-trial-for-husband-who-drugged-wife","FRANCE: French prosecutors on Monday demanded a maximum 20-year jail term for the man charged with enlisting dozens of strangers to rape his heavily sedated wife, in a trial that has shaken France. Dominique Pelicot has been on trial in the southern city of Avignon since September with 49 other men for organising the rapes and sexual abuse of Gisele Pelicot, now his former wife. One man is being tried in absentia. The case has shocked France, which like other countries has seen a series of sexual abuse cases, and a prosecutor told the court that the trial needed to herald a fundamental change in relations between men and women. ""Twenty years is a lot because it is 20 years of a life,"" prosecutor Laure Chabaud said. ""But it is both a lot and too little. Too little in view of the seriousness of the acts that were committed and repeated."" Dominique has admitted all the charges linked to his plying Gisele with anti-anxiety drugs from 2011 to 2020, leaving her exposed to abuse by strangers recruited online. He documented the crimes in photos and videos discovered by police after being caught filming up women's skirts in public. ""It's a very emotional moment,"" said Gisele as she entered the courtroom. Prosecutors must also demand punishments for the other defendants: men aged 26 to 74 from all walks of life. ""This trial is shaking up our society in our relationship with each other, in the most intimate relationships between human beings,"" said Jean-Francois Mayet, the other prosecutor. French society has ""to understand our needs, our emotions, our desires and above all to take into account those of others,"" he said. What is at stake, he added, ""is not a conviction or an acquittal"" but ""to fundamentally change the relations between men and women"". Many accused argued in court that they believed Dominique's claim they were participating in a libertine fantasy, in which his then-wife had consented to sexual contact and was only pretending to be asleep. Among them, 33 have also claimed they were not in their right minds when they abused or raped Gisele — a defence not backed by any psychological report compiled by court-appointed experts. ""In 2024, we can no longer say 'since she said nothing, she agreed',"" said Chabaud. ""The absence of consent could not be ignored by the defendants."" Sentencing requests are slated to take three full days, with prosecutors estimating an average of 15 minutes per defendant. Most, including Dominique, are charged with aggravated rape. ""The facts, and the personality of each accused, were taken into account even in our sentencing demands"", Mayet said.","world"
"175","One woman killed by partner, relative every 10 minutes worldwide: UN","https://www.geo.tv/latest/576240-one-woman-killed-by-partner-relative-every-10-minutes-worldwide-un","VIENNA: One woman was killed by a partner or relative every 10 minutes worldwide in 2023, the United Nations warned Monday, stressing that femicides remained at ""alarmingly high levels"". Almost 85,000 women and girls were murdered by people last year, according to a joint report by the United Nations Office on Drugs and Crime (UNODC) and the UN Women agency published Monday. About 60% — or more than 51,000 women and girls — died at the hands of their partner or relative, the report found. This equates to 140 women killed per day or one every 10 minutes by those closest to them. ""The home remains the most dangerous place for women and girls in terms of the risk of lethal victimisation,"" the report said. While men were four times more likely than women to fall victim to homicide — forming 80% of all murder victims last year — they more often than not died at the hands of a stranger. Africa had the most severe toll with 21,700 women killed by someone close to them in 2023. The lowest femicide rates were in Europe (2,300 murders in absolute numbers) and Asia. Despite efforts in some countries to prevent femicides, they remain ""at alarmingly high levels"" due to deep-rooted gender inequality and damaging stereotypes. ""We must confront and dismantle the gender biases, power imbalances, and harmful norms that perpetuate violence against women,"" UNODC Executive Director Ghada Waly said in a statement accompanying the report. Data from countries including France indicated that femicides are often the ""culmination"" of repeated episodes of violence and can be prevented by measures such as restraining orders. UN Women Executive Director Sima Bahous said robust legislation, greater government accountability, and increased funding for women's rights organisations and institutional bodies are needed to stem violence against women. Furthermore, improved data collection from different national sources — including media reports — and a ""zero-tolerance culture"" are essential in tackling femicides, she said. The report is based on available data from 107 countries or territories, and information the UNODC has collected from responses submitted by member states. Its release coincides with the International Day for the Elimination of Violence Against Women.","world"
"176","Google Maps leads car off incomplete flyover killing three men in India: report","https://www.geo.tv/latest/576200-google-maps-leads-car-off-incomplete-flyover-killing-three-men-in-india","At least three men were killed in a tragic accident in the Bareilly district in India's Uttar Pradesh after a car fell into a deep gorge from an incomplete flyover. According toTimes of India, the incident occurred on Saturday as two men, named Vivek and Amit, along with another passenger were en route from Gurugram to Bareilly for a wedding, while using Google Maps for directions. The navigation system directed them onto the incomplete flyover, leading to a 50-foot plunge into the shallow waters of the Ramganga River. The wreckage of the vehicle, as well as the three bodies, was discovered the following morning by locals who immediately alerted the police. The police sent the bodies for post-mortem examination after arriving at the scene. ""At 9:30am today, a damaged car was found on the river Ramganga. Police were informed and arrived at the spot,"" said a police officer. ""When the police arrived, they saw a [car], which was possibly hired as a taxi, on the river. The car went to the incomplete bridge and fell into a river from there,"" he stated. ""The bodies were found and taken for post-mortem. The identities of two people, Amit and Vivek, were confirmed. More details on the identity of the third one are being worked on,"" he added. The victims' families held the authorities responsible for the tragedy, questioning why the bridge was left incomplete and why no barricades were placed to block access to the structure. They demanded that a first information report (FIR) be filed against the construction department for negligence. ""The officials must be held accountable for this negligence. Why was the bridge left incomplete, and why were there no safety measures in place?” said a relative, demanding an investigation. The incident has raised serious concerns about the accuracy of digital maps and the potential risks associated with relying solely on technology for navigation.","world"
"177","India's parliament suspended over Adani bribery allegations","https://www.geo.tv/latest/576189-indias-parliament-suspended-over-adani-bribery-allegations","India's parliament was suspended on Monday after opposition lawmakers disrupted it demanding a discussion over bribery allegations against the Adani Group and Adani dollar bond prices fell to almost one-year lows as investors and lenders weighed the case. The Indian conglomerate's billionaire chairman, Gautam Adani, and seven other people were last week charged by US authorities with agreeing to pay around $265 million in bribes to Indian government officials. The charges related to alleged payments to obtain contracts that could yield $2 billion of profit over 20 years, as well as to develop India's largest solar power project. The charges also included making misleading statements to the public despite being made aware of the US investigation in 2023. The Adani Group has said the accusations as well as those levelled by the US Securities and Exchange Commission in a parallel civil case are baseless and that it will seek ""all possible legal recourse"". Indian opposition parties, who have consistently targeted Adani for what they say is his proximity to Prime Minister Narendra Modi, had said last week that they would raise the issue in parliament when it meets on Monday. ""As the parliament session begins, the first step the government should take is to have a detailed discussion on the Adani saga which has the potential of tarnishing India’s image at the global stage,"" Mallikarjun Kharge, president of the main opposition Congress party, posted on X just as proceedings began in the upper house of parliament. This is the demand of the opposition alliance Congress leads, as the ""hard earned investments"" of tens of millions of retail investors are at stake, Kharge said. Jagdeep Dhankhar, the Vice President of India and the chairman of the upper house, said he had received 13 notices from lawmakers demanding a discussion on the Adani issue but he could not allow them as they did not conform to rules. Dhankhar asked Kharge to speak but was interrupted by lawmakers pressing their demand for a discussion, causing him to suspend the chambers briefly and later for the rest of the day. Similar scenes played out in the lower house a little later, forcing the speaker to suspend business for the day there as well. Indian opposition parties have in the past accused Modi's government of protecting and favouring Adani and his businesses, charges both deny. Modi’s opponents say he has longstanding ties with Adani, going back nearly two decades to when Modi was chief minister of the western state of Gujarat, to which Adani also belongs. They accuse the government of favouring the group in business deals, charges the government has rejected as ""wild allegations"". The government has not commented on the indictment but Modi's Bharatiya Janata Party (BJP) has said that it is for the Adani Group to deal with and defend itself and that the law will take its course. The disruption in parliament came as Adani dollar bond prices fell as investors cut their exposure to the conglomerate and some bankers considered pausing fresh lending in the wake of the indictment. Banks and regulators have been reviewing exposure to the ports-to-power conglomerate in the wake of the charges. The Singapore banking sector's overall exposure to the Adani Group, is small, the Monetary Authority of Singapore said on Monday. ""Banks have in place measures to review and manage their exposures to borrowers and counterparties,"" an MAS spokesperson said in a statement. DBS Group, Singapore's biggest bank by assets, had said in early 2023 that its exposure to the Adani Group was S$1.3 billion ($967 million). DBS declined comment in response to request from Reuters. Some global banks are considering temporarily halting fresh credit to the company after the US indictment but maintaining existing loans, according to several bankers spoken to by Reuters, raising questions about its access to future funding. ""In the near term, the US indictment is likely to constrain the group’s access to financing, particularly in the offshore market,"" a Lucror Analytics note published on Smartkarma said. Cash balances of Adani portfolio companies stood at $6.33 billion as of first half of the current fiscal year ending March 2025, the company said. The cash balances exceed long term debt repayments for the next 28 months, Adani said in a presentation on the credit and financial performance of its group companies, which it regularly shares after its quarterly results. The crisis is the second in two years to hit the Adani group, which was last year accused by short seller Hindenburg Research of improperly using offshore tax havens. The company denied those claims. In Asian trade on Monday, some of the most liquid debts, issued by Adani Ports and Special Economic Zone fell between 1 cent and 2 cents, with similar selling in Adani Transmission debt. Ports bonds maturing in 2027 were down 1.6 cent to 88.98 cents on the dollar, having lost nearly 7 cents in face value since US prosecutors issued the charges last week. Longer-dated Ports bonds, were down on Monday and have lost between 8 cents and 10 cents in face value on the news. Adani Transmission debt maturing in May 2036 fell 1.8 cents on Monday for a loss of more than 7 cents since Wednesday. Adani group's 10 listed stocks led by Adani Enterprises lost $27.9 billion in market value over two sessions last week after the US charges. On Monday, most Adani-backed stocks pared gains from early trade, with Adani Energy Solutions reversing course to trade down about 2%. Eight of 10 Adani stocks were trading in the green at 0643 GMT.","world"
"178","Plastics: lifesaver turned environmental threat","https://www.geo.tv/latest/576162-plastics-lifesaver-turned-environmental-threat","PARIS: Before it threatened biodiversity, the oceans and the global food chain, plastics saved lives and transformed societies as a durable, malleable and cheap material. From the 1950s, plastics enjoyed a positive image ""in all areas of life"", according to the Plastic Atlas from the Heinrich Boell Foundation. But with plastic now an integral part of daily life and global production exploding, concerns abound about its impact on the health of the planet — and ourselves. Plastic is essential to the health industry, being used to manufacture items that have helped improve hygiene and boost life expectancy including single-use catheters, IV bags and syringes. Condoms, many of which are made from latex, have greatly improved public health and saved countless lives by protecting against sexually transmitted infections. Plastics are also widespread in packaging, helping perishable goods stay fresh and safe to consume while reducing overall food waste and illness from contamination. In more recent times, major studies have looked into the impact of microplastics on human health. Plastic particles ranging from 0.3 to 5 millimetres (0.01 to 0.20 inches) in length have been detected in human blood, breast milk and semen. Plastic has also been adapted for new medical uses, with electroactive polymers used in sensors to detect movement or heart rate. ""Plastic is becoming intelligent, attentive to people,"" said Mickael Pruvost, research engineer at the chemicals company Arkema, which develops these devices. Since appearing in the 19th century, plastic has undergone many reinventions. The first plastics were based on natural and renewable raw materials such as rubber, which was first discovered by the American Charles Goodyear. In 1869, celluloid arrived in the United States. This followed the invention of a plastic called Parkesine a few years before by an English chemist. Celluloid was first used industrially to replace ivory in billiard balls, and as film for cameras in the early days of cinema. Then, in 1884, French chemist Hilaire de Chardonnet patented the first artificial silk, which paved the way for the manufacture of nylon. The first entirely synthetic plastic — meaning free of any molecule found in nature — was invented in the United States in 1907 by Belgian chemist Leo Baekeland. Known as Bakelite, it was the result of a reaction between phenol and formaldehyde and found use in the manufacturing of telephones, electrical outlets and ashtrays. Five years later, in 1912, German chemist Fritz Klatte patented polyvinyl chloride, better known as PVC. PVC really took off in the 1950s after the discovery that it could be manufactured cheaply from chlorine, a by-product of the chemical industry. Industrial production of other key plastics from refined petroleum also began around this time, notably in three flagship products. One was polyamide, which proved its worth in US parachutes during the June 1944 landing on the Normandy coast. Another to see action during World War II was polytetrafluoroethylene or PTFE, a highly resistant product today better known as Teflon which forms the non-stick coating on cooking pans. Then there was silicone, still used today in products from swimming caps to hair gel. With the global population tripling to more than eight billion between 1950 and today, plastic production has multiplied 230 times over to satisfy demand. Some 60% of the plastic made today is used for packaging, construction and transportation, with other major uses in textiles and consumer goods at 10% each. In total, only 9% of all plastic is recycled, according to the Organisation for Economic Co-operation and Development. This has created a plastic waste crisis, one that policymakers have sought to address with a treaty undergoing its fifth and final round of negotiations in South Korea in late November.","world"
