Image,Original Name,Word Count Range,Article Number,Image Sequence,Font Size,Blur Level,Background Color,Gold Label,Response,WER,CER,word_count
299,180-200_21_02_base_18_blur-0.75.jpg,180-200,21,2,18,0.75,white,سربیا میں ریلوے اسٹیشن کی چھت گرنے کے نتیجے میں ہلاک ہونے والے افراد کی تعداد 14 تک پہنچ گئی جبکہ مزید اموات کا خدشہ بھی ظاہر کیا جارہا ہے۔ سربیا کے قصبے نووی صد میں قائم ریلوے اسٹیشن کی چھت گرنے کا واقعہ جمعے کو پیش آیا جس کے بعد حکومت نے ایمرجنسی نافذ کردی۔ حادثے میں مرنے والوں کے حوالے سے صدر نے قومی سے خطاب کرتے ہوئے بتایا کہ اب تک 14 افراد ہلاک جبکہ تین کو بچایا گیا ہے اور متعدد کی حالت تشویشناک ہے صدر الیگزینڈر ووچک نے جمعہ کو دیر گئے ایک ٹیلی ویژن خطاب میں ہلاکتوں کی تعداد کی تصدیق کی اور امید ظاہر کی کہ اموات میں اضافہ نہیں ہوگا تاہم صورت حال اچھی نہیں ہے۔ ان کا کہنا تھا کہ ہلاک ہونے والوں میں ایک 6 سالہ بچی اور شمالی مقدونیہ کا ایک شہری بھی شامل ہے اور ہلاک ہونے والوں میں سے پانچ کی ابھی تک شناخت نہیں ہو سکی ہے۔ انہوں نے اعلان کیا کہ اس واقعے کے ذمہ داران کو ہر صورت کیفر کردار تک پہنچایا جائے گا۔,سربیا میں ریلوے اسٹیشن کی چھت گرنے کے نتیجے میں ہلاک ہونے والے افراد کی تعداد 14 تک پہنچ گئی جبکہ مزید اموات کا خدشہ بھی ظاہر کیا جا رہا ہے۔ سربیا کے قصبے نووی صد میں قائم ریلوے اسٹیشن کی چھت جمعے کو پیش آیا جس کے بعد حکومت نے ایمرجنسی نافذ کر دی۔ حادثے میں مرنے والوں کے حوالے سے صدر نے قومی سے خطاب میں بتایا کہ اب تک 14 افراد ہلاک ہو چکا ہے اور متعدد کی حالت تشویشناک ہے صدر الیگزینڈر ووچک نے جمعہ کو اپنے خطاب میں ہلاکتوں کی تعداد کی تصدیق کی اور امید ظاہر کی کہ اموات میں اضافہ نہیں ہوگا تاہم صورتحال حال ٹھیک نہیں ہے۔ ان کا کہنا تھا کہ ہلاک ہونے والوں میں ایک 6 سالہ بچی اور شمالی مقدونیہ کا ایک شہری بھی شامل ہے اور ہلاک ہونے والوں میں پانچ کی ابھی تک شناخت نہیں ہو سکی ہے۔ انہوں نے اعلان کیا کہ اس واقعے کے ذمہ داران کو ہر صورت کیفر کردار تک پہنچایا جائے گا۔,0.12777777777777777,0.08812729498164015,180
300,180-200_21_02_base_18_blur-1.5.jpg,180-200,21,2,18,1.5,white,سربیا میں ریلوے اسٹیشن کی چھت گرنے کے نتیجے میں ہلاک ہونے والے افراد کی تعداد 14 تک پہنچ گئی جبکہ مزید اموات کا خدشہ بھی ظاہر کیا جارہا ہے۔ سربیا کے قصبے نووی صد میں قائم ریلوے اسٹیشن کی چھت گرنے کا واقعہ جمعے کو پیش آیا جس کے بعد حکومت نے ایمرجنسی نافذ کردی۔ حادثے میں مرنے والوں کے حوالے سے صدر نے قومی سے خطاب کرتے ہوئے بتایا کہ اب تک 14 افراد ہلاک جبکہ تین کو بچایا گیا ہے اور متعدد کی حالت تشویشناک ہے صدر الیگزینڈر ووچک نے جمعہ کو دیر گئے ایک ٹیلی ویژن خطاب میں ہلاکتوں کی تعداد کی تصدیق کی اور امید ظاہر کی کہ اموات میں اضافہ نہیں ہوگا تاہم صورت حال اچھی نہیں ہے۔ ان کا کہنا تھا کہ ہلاک ہونے والوں میں ایک 6 سالہ بچی اور شمالی مقدونیہ کا ایک شہری بھی شامل ہے اور ہلاک ہونے والوں میں سے پانچ کی ابھی تک شناخت نہیں ہو سکی ہے۔ انہوں نے اعلان کیا کہ اس واقعے کے ذمہ داران کو ہر صورت کیفر کردار تک پہنچایا جائے گا۔,سربیا میں ریلوے اسٹیشن کی چھت گرنے کے نتیجے میں ہلاک ہونے والے افراد کی تعداد اب 14 تک پہنچ گئی جبکہ مزید اموات کا خدشہ بھی ظاہر کیا جا رہا ہے۔ سربیا کے قصبے صدرب میں ریلوے اسٹیشن کی چھت گرنے کے واقعے پر تحقیقات کی جا رہی ہیں۔ اس کے بعد حکومت نے ایمرجنسی نافذ کر دی۔ حادثے میں مرنے والوں کے حوالے سے صدر نے قومی سے خطاب کرتے ہوئے بتایا کہ اب تک 14 افراد ہلاک جبکہ متعدد کی حالت تشویشناک ہے۔ صدر الیگزینڈر ووچک نے جمعہ کو ریلوے اسٹیشن کی چھت گرنے کے واقعے میں اموات کی تعداد میں اضافے کی پیش گوئی کی ہے۔ ان کا کہنا تھا کہ ملک میں ہنگامی صورتحال پیدا ہو چکی ہے۔ ان کا کہنا تھا کہ ہلاک ہونے والوں میں ایک 6 سالہ بچی اور شمالی مقدونیہ کا ایک شہری بھی شامل ہے اور ہلاک ہونے والوں میں سے پانچ کی ابھی تک شناخت نہیں ہو پائی ہے۔ انہوں نے اعلان کیا کہ اس واقعے کے ذمہ داران کو ہر صورت کیفر کردار تک پہنچایا جائے گا۔,0.2833333333333333,0.18727050183598531,180
301,180-200_21_03_base_24.jpg,180-200,21,3,24,0.0,white,سربیا میں ریلوے اسٹیشن کی چھت گرنے کے نتیجے میں ہلاک ہونے والے افراد کی تعداد 14 تک پہنچ گئی جبکہ مزید اموات کا خدشہ بھی ظاہر کیا جارہا ہے۔ سربیا کے قصبے نووی صد میں قائم ریلوے اسٹیشن کی چھت گرنے کا واقعہ جمعے کو پیش آیا جس کے بعد حکومت نے ایمرجنسی نافذ کردی۔ حادثے میں مرنے والوں کے حوالے سے صدر نے قومی سے خطاب کرتے ہوئے بتایا کہ اب تک 14 افراد ہلاک جبکہ تین کو بچایا گیا ہے اور متعدد کی حالت تشویشناک ہے صدر الیگزینڈر ووچک نے جمعہ کو دیر گئے ایک ٹیلی ویژن خطاب میں ہلاکتوں کی تعداد کی تصدیق کی اور امید ظاہر کی کہ اموات میں اضافہ نہیں ہوگا تاہم صورت حال اچھی نہیں ہے۔ ان کا کہنا تھا کہ ہلاک ہونے والوں میں ایک 6 سالہ بچی اور شمالی مقدونیہ کا ایک شہری بھی شامل ہے اور ہلاک ہونے والوں میں سے پانچ کی ابھی تک شناخت نہیں ہو سکی ہے۔ انہوں نے اعلان کیا کہ اس واقعے کے ذمہ داران کو ہر صورت کیفر کردار تک پہنچایا جائے گا۔,سربیا میں ریلوے اسٹیشن کی چھت گرنے کے نتیجے میں ہلاک ہونے والے افراد کی تعداد 14 تک پہنچ گئی جبکہ مزید اموات کا خدشہ بھی ظاہر کیا جا رہا ہے۔ سربیا کے قصبے نووی صد میں قائم ریلوے اسٹیشن کی چھت گرنے کا واقعہ جمعے کو پیش آیا جس کے بعد حکومت نے ایمرجنسی نافذ کر دی۔ حادثے میں مرنے والوں کے حوالے سے صدر نے قومی سے خطاب کرتے ہوئے بتایا کہ اب تک 14 افراد ہلاک ہو چکا یا گیا ہے اور متعدد کی حالت تشویشناک ہے صدر الیگزینڈر رووچ نے ایک ٹیلی ویژن خطاب میں ہلاکتوں کی تعداد کی تصدیق کی اور امید ظاہر کی کہ اموات میں مزید اضافہ نہیں ہو گا تاہم صورت حال اچھی نہیں ہے۔ ان کا کہنا تھا کہ ہلاک ہونے والوں میں ایک 6 سالہ بچی شامل ہے اور ہلاک ہونے والوں میں سے پانچ کی ابھی تک شناخت نہیں ہو سکی۔ انہوں نے اس واقعے کے ذمہ داران کو ہر صورت کیفر کردار تک پہنچایا جائے گا۔,0.16111111111111112,0.11015911872705018,180
302,180-200_22_01_base_12.jpg,180-200,22,1,12,0.0,white,لاہور: چیمپئنز ٹرافی کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کر لی۔ ذرائع کے مطابق پاکستان کرکٹ بورڈ اگلے ایک دو روز میں آئی سی سی کو خط لکھے گا، آئی سی سی کو خط حکومتی گائیڈ لائنز کے مطابق لکھا جائے گا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کر لی ہے۔ ذرائع کا بتانا ہے کہ پی سی بی آئی سی سی سے بھارت کے پاکستان نہ آنے کی ٹھوس وجوہات کا پوچھے گا، پی سی بی حکومتی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔   ذرائع کا کہنا ہے کہ بھارتی بورڈ نے زبانی آئی سی سی کو چیمپئینز ٹرافی کے لیے پاکستان نہ آنے کا بتایا، پی سی بی مطالبہ کرے گا کہ بھارتی بورڈ انکار کی وجہ لکھ کر دے، پاکستان کرکٹ بورڈ دیگر بورڈز سے بھی رابطے کر کے اپنا مؤقف سامنے رکھے گا۔ یاد رہے کہ آئی سی سی نے پی سی بی کو تحریری طور پر بھارتی فیصلے کا بتایا، آئی سی سی کے بتانے کے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,لاہور: چیئرمین شپرانے کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کر لی۔ ذرائع کے مطابق پاکستان کرکٹ بورڈ حکومت کی ہدایت کے مطابق آئی سی سی کو خط لکھے گا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کر لی ہے۔ ذرائع کا کہنا ہے کہ آئی سی سی سے بھارت کے پاکستان نہ آنے کے جواب میں آئی سی سی سے بھارت سے نیوٹرل وینیو پر میچز کرانے کا مطالبہ کرے گا اور اپنا مؤقف پیش کرے گا۔ ذرائع کا کہنا ہے کہ پاکستان کرکٹ بورڈ آئی سی سی کے چیئرمین شپرانے کے لیے پاکستان نہ آنے کا بھی مطالبہ کرے گا۔ بھارت کی بورڈ آف کنٹرول کی وجہ لکھ کر دے، پاکستان کرکٹ بورڈ نیوٹرل وینیو پر کھیلنے کا کہا ہے، آئی سی سی نے بی سی سی آئی کے مؤقف سامنے رکھے گا۔ یاد رہے کہ آئی سی سی نے بی سی سی آئی کے مؤقف پر بھارتی بورڈ نے حکومت سے رجوع کیا تھا۔,0.46875,0.36018957345971564,192
303,180-200_22_02_base_18.jpg,180-200,22,2,18,0.0,white,لاہور: چیمپئنز ٹرافی کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کر لی۔ ذرائع کے مطابق پاکستان کرکٹ بورڈ اگلے ایک دو روز میں آئی سی سی کو خط لکھے گا، آئی سی سی کو خط حکومتی گائیڈ لائنز کے مطابق لکھا جائے گا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کر لی ہے۔ ذرائع کا بتانا ہے کہ پی سی بی آئی سی سی سے بھارت کے پاکستان نہ آنے کی ٹھوس وجوہات کا پوچھے گا، پی سی بی حکومتی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔   ذرائع کا کہنا ہے کہ بھارتی بورڈ نے زبانی آئی سی سی کو چیمپئینز ٹرافی کے لیے پاکستان نہ آنے کا بتایا، پی سی بی مطالبہ کرے گا کہ بھارتی بورڈ انکار کی وجہ لکھ کر دے، پاکستان کرکٹ بورڈ دیگر بورڈز سے بھی رابطے کر کے اپنا مؤقف سامنے رکھے گا۔ یاد رہے کہ آئی سی سی نے پی سی بی کو تحریری طور پر بھارتی فیصلے کا بتایا، آئی سی سی کے بتانے کے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,لاہور: چیئرمین پی سی بی کے معاہدے پر بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کرلی ذرائع کے مطابق پی سی بی کے مطابق حکومت کی ہدایت کے مطابق لکھا جائے گا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کرلی ہے، ذرائع کے مطابق پی سی بی کا پاکستان نہ آنے سے بھارت کے آئی سی سی کو جواب کا مؤقف بھیجنے کا پی سی بی حکومت کی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔ ذرائع کا کہنا ہے کہ بھارتی بورڈ آئی سی سی کو چیئرمین نجم سیٹھی کے پاکستان نہ آنے کا بھارتی بورڈ انکار کی وجہ لکھے گا کہ دو طرفہ، پاکستان کرکٹ بورڈ نے بھی آئی سی سی کے فیصلے کا بتایا، پی سی بی نے تحریری طور پر بھارتی فیصلے کا بتایا، آئی سی سی کے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,0.4791666666666667,0.3495260663507109,192
304,180-200_22_02_base_18_bg-light_yellow.jpg,180-200,22,2,18,0.0,light_yellow,لاہور: چیمپئنز ٹرافی کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کر لی۔ ذرائع کے مطابق پاکستان کرکٹ بورڈ اگلے ایک دو روز میں آئی سی سی کو خط لکھے گا، آئی سی سی کو خط حکومتی گائیڈ لائنز کے مطابق لکھا جائے گا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کر لی ہے۔ ذرائع کا بتانا ہے کہ پی سی بی آئی سی سی سے بھارت کے پاکستان نہ آنے کی ٹھوس وجوہات کا پوچھے گا، پی سی بی حکومتی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔   ذرائع کا کہنا ہے کہ بھارتی بورڈ نے زبانی آئی سی سی کو چیمپئینز ٹرافی کے لیے پاکستان نہ آنے کا بتایا، پی سی بی مطالبہ کرے گا کہ بھارتی بورڈ انکار کی وجہ لکھ کر دے، پاکستان کرکٹ بورڈ دیگر بورڈز سے بھی رابطے کر کے اپنا مؤقف سامنے رکھے گا۔ یاد رہے کہ آئی سی سی نے پی سی بی کو تحریری طور پر بھارتی فیصلے کا بتایا، آئی سی سی کے بتانے کے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,لاہور: چیئرمین پی سی بی کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کرلی ذرائع کے مطابق پی سی بی کو خط لکھے گا، آئی سی سی کو خط لکھنے کا ہیڈ لائن نمبر ہے۔ بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کرلی ہے۔ ذرائع کا کہنا ہے کہ بھارت کے پی بی سی کے پاکستان نہ آنے کے جواب میں پی بی سی کا یو ٹھیٹک کا پی بی سی حکومت کی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔ ذرائع کا کہنا ہے کہ بھارتی بورڈ انکار کی وجہ لکھے گا۔ پاکستان کرکٹ بورڈ کے بھی رابطے کرے گا۔ پی سی سی پی بی سی کو تحریری طور پر بھارتی فیصلے کا بتائے گا، آئی سی سی کے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,0.484375,0.3708530805687204,192
305,180-200_22_02_base_18_bg-slate_gray.jpg,180-200,22,2,18,0.0,slate_gray,لاہور: چیمپئنز ٹرافی کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کر لی۔ ذرائع کے مطابق پاکستان کرکٹ بورڈ اگلے ایک دو روز میں آئی سی سی کو خط لکھے گا، آئی سی سی کو خط حکومتی گائیڈ لائنز کے مطابق لکھا جائے گا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کر لی ہے۔ ذرائع کا بتانا ہے کہ پی سی بی آئی سی سی سے بھارت کے پاکستان نہ آنے کی ٹھوس وجوہات کا پوچھے گا، پی سی بی حکومتی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔   ذرائع کا کہنا ہے کہ بھارتی بورڈ نے زبانی آئی سی سی کو چیمپئینز ٹرافی کے لیے پاکستان نہ آنے کا بتایا، پی سی بی مطالبہ کرے گا کہ بھارتی بورڈ انکار کی وجہ لکھ کر دے، پاکستان کرکٹ بورڈ دیگر بورڈز سے بھی رابطے کر کے اپنا مؤقف سامنے رکھے گا۔ یاد رہے کہ آئی سی سی نے پی سی بی کو تحریری طور پر بھارتی فیصلے کا بتایا، آئی سی سی کے بتانے کے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,لاہور: چیمپئنز ٹرافی کے لیے بھارت کے پاکستان آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کر لی۔ ذرائع کے مطابق پی سی بی بورڈ اگلے ایک دو روز میں آئی سی سی کو خط لکھا جائے گا۔ بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کر لی ہے۔ ذرائع کا کہنا ہے کہ پاکستان آئی سی سی کو بھارت کا بائیکاٹ کرنے کا جواب دے گا اور اپنا مؤقف پیش کرے گا۔ ذرائع کا کہنا ہے کہ بھارتی آئی سی سی چیئرمین گریگ بارکلے کے پاکستان آنے کا بھی بائیکاٹ کرے گا۔ پی سی بی نے بھارتی بورڈ سے بھی پلیئرز الاؤنس کے لیے پاکستان آنے کا کہا تھا۔ پی سی بی نے تحریری طور پر بھارتی فیصلے کا بتایا، آئی سی سی کی حکومت سے رجوع کیا گیا تھا۔,0.4739583333333333,0.38981042654028436,192
306,180-200_22_02_base_18_blur-0.75.jpg,180-200,22,2,18,0.75,white,لاہور: چیمپئنز ٹرافی کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کر لی۔ ذرائع کے مطابق پاکستان کرکٹ بورڈ اگلے ایک دو روز میں آئی سی سی کو خط لکھے گا، آئی سی سی کو خط حکومتی گائیڈ لائنز کے مطابق لکھا جائے گا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کر لی ہے۔ ذرائع کا بتانا ہے کہ پی سی بی آئی سی سی سے بھارت کے پاکستان نہ آنے کی ٹھوس وجوہات کا پوچھے گا، پی سی بی حکومتی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔   ذرائع کا کہنا ہے کہ بھارتی بورڈ نے زبانی آئی سی سی کو چیمپئینز ٹرافی کے لیے پاکستان نہ آنے کا بتایا، پی سی بی مطالبہ کرے گا کہ بھارتی بورڈ انکار کی وجہ لکھ کر دے، پاکستان کرکٹ بورڈ دیگر بورڈز سے بھی رابطے کر کے اپنا مؤقف سامنے رکھے گا۔ یاد رہے کہ آئی سی سی نے پی سی بی کو تحریری طور پر بھارتی فیصلے کا بتایا، آئی سی سی کے بتانے کے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,لاہور: چیئرمین پی سی بی بورڈ نے قانونی مشاورت مکمل کرلی۔ ذرائع کے مطابق پاکستان کرکٹ بورڈ اگلے ایک دو روز میں آئی سی سی کو خط لکھے گا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کرلی ہے۔ ذرائع کا کہنا ہے کہ پی سی بی آئی سی سی کو خط کے ذریعے پاکستان نہ آنے کے بی سی سی آئی کے جواب کا پوچھے گا، پی سی بی حکومت کی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔ ذرائع کا کہنا ہے کہ بھارتی بورڈ نے آئی سی سی کو چیئرمین پی سی بی نجم سیٹھی کے پاکستان نہ آنے کا کہا ہے، پی سی بی کے خط کے بعد بھارتی بورڈ سے بھی رابطے کرکے اپنا مؤقف سامنے رکھے گا۔ ذرائع کے مطابق پی سی بی کو تحریری طور پر بھارتی فیصلے کا بتایا، آئی سی سی نے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,0.421875,0.32582938388625593,192
307,180-200_22_02_base_18_blur-1.5.jpg,180-200,22,2,18,1.5,white,لاہور: چیمپئنز ٹرافی کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کر لی۔ ذرائع کے مطابق پاکستان کرکٹ بورڈ اگلے ایک دو روز میں آئی سی سی کو خط لکھے گا، آئی سی سی کو خط حکومتی گائیڈ لائنز کے مطابق لکھا جائے گا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کر لی ہے۔ ذرائع کا بتانا ہے کہ پی سی بی آئی سی سی سے بھارت کے پاکستان نہ آنے کی ٹھوس وجوہات کا پوچھے گا، پی سی بی حکومتی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔   ذرائع کا کہنا ہے کہ بھارتی بورڈ نے زبانی آئی سی سی کو چیمپئینز ٹرافی کے لیے پاکستان نہ آنے کا بتایا، پی سی بی مطالبہ کرے گا کہ بھارتی بورڈ انکار کی وجہ لکھ کر دے، پاکستان کرکٹ بورڈ دیگر بورڈز سے بھی رابطے کر کے اپنا مؤقف سامنے رکھے گا۔ یاد رہے کہ آئی سی سی نے پی سی بی کو تحریری طور پر بھارتی فیصلے کا بتایا، آئی سی سی کے بتانے کے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,لاہور: چیئرمین پی سی بی کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر بورڈ نے قانونی مشاورت مکمل کرلی ذرائع کے مطابق پی سی بی کو خط لکھنے کا آئی سی سی کو خط لکھنے کا حتمی فیصلہ کرلیا گیا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کرلی ہے۔ پاکستان نہ آنے کی صورت میں بھارت کے جوابات کا جواب چکنے کا پی سی بی حکومت کی تجویز کے مطابق سخت ترین جواب دے گا۔ ذرائع کا کہنا ہے کہ بھارت آئی سی سی کو چیمپئنز ٹرافی کے لیے پاکستان نہ آنے کا بتائے گا پی سی بی بورڈ دیگر بورڈز سے بھی رابطے کرے گا۔ پی سی بی نے پی سی بی کو تحریری طور پر بھارتی فیصلے کا بتانے کے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,0.4947916666666667,0.3909952606635071,192
308,180-200_22_03_base_24.jpg,180-200,22,3,24,0.0,white,لاہور: چیمپئنز ٹرافی کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کر لی۔ ذرائع کے مطابق پاکستان کرکٹ بورڈ اگلے ایک دو روز میں آئی سی سی کو خط لکھے گا، آئی سی سی کو خط حکومتی گائیڈ لائنز کے مطابق لکھا جائے گا، بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کر لی ہے۔ ذرائع کا بتانا ہے کہ پی سی بی آئی سی سی سے بھارت کے پاکستان نہ آنے کی ٹھوس وجوہات کا پوچھے گا، پی سی بی حکومتی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔   ذرائع کا کہنا ہے کہ بھارتی بورڈ نے زبانی آئی سی سی کو چیمپئینز ٹرافی کے لیے پاکستان نہ آنے کا بتایا، پی سی بی مطالبہ کرے گا کہ بھارتی بورڈ انکار کی وجہ لکھ کر دے، پاکستان کرکٹ بورڈ دیگر بورڈز سے بھی رابطے کر کے اپنا مؤقف سامنے رکھے گا۔ یاد رہے کہ آئی سی سی نے پی سی بی کو تحریری طور پر بھارتی فیصلے کا بتایا، آئی سی سی کے بتانے کے بعد پی سی بی نے حکومت سے رجوع کیا تھا۔,لاہور: چیمپئنز ٹرافی کے لیے بھارت کے پاکستان نہ آنے کے معاملے پر پاکستان کرکٹ بورڈ نے قانونی مشاورت مکمل کرلی۔ ذرائع کے مطابق پاکستان کرکٹ بورڈ اگلے ایک دو روز میں آئی سی سی کو خط لکھے گا، آئی سی سی کو خط حکومتی گائیڈ لائنز کے مطابق لکھا جائے گا۔ بورڈ نے اس حوالے سے قانونی مشاورت بھی مکمل کرلی ہے۔ ذرائع کا بتانا ہے کہ بی سی سی آئی کے بھارت کے پاکستان آنے کی ٹھوس وجوہات کا پوچھے گا، بی سی سی آئی حکومتی تجویز کے مطابق سخت ترین جواب دے گا اور اپنا مؤقف پیش کرے گا۔ ذرائع کا کہنا ہے کہ بھارتی بورڈ نے زبانی بی سی سی آئی کو چیمپئنز ٹرافی کے لیے پاکستان نہ آنے کا بتایا، بی سی سی آئی بورڈ نے بورڈ کو دو ٹوک الفاظ میں انکار کی وجہ لکھ کر دے، پاکستان کرکٹ بورڈ سے بھی بھارتی فیصلے کا بتائے گا، بی سی سی آئی یاد رہے کہ آئی سی سی نے بی سی سی آئی کو تحریر حکومت سے رجوع کیا تھا۔,0.3020833333333333,0.2037914691943128,192
309,180-200_23_01_base_12.jpg,180-200,23,1,12,0.0,white,پاکستان اسپورٹس بورڈ (پی ایس بی) نے پاکستان فٹبال فیڈریشن (پی ایف ایف) کو سعودی عرب کیخلاف قطر میں فرینڈلی ویمن فٹبال میچ کیلئے این او سی کے اجرا سے قبل ضروری دستاویزات جمع کرانے کی ہدایت کردی ۔ ذرائع کے مطابق پی ایف ایف نے 7 نومبر کو این او سی کیلئے پاکستان اسپورٹس بورڈ کو خط لکھا تھا لیکن اس خط میں فرینڈلی میچ سے متعلق مکمل تفصیلات شامل نہیں کی گئی تھیں۔ سعودیہ کی جانب سے یہ غیر معمولی دعوت نامہ آیا ہے، دونوں فیڈریشنز کے درمیان تعلقات بڑھانے کا یہ اچھا موقع ہے ذرائع کا کہنا ہے کہ پی ایف ایف نے پی ایس بی کو بھیجے خط میں درخواست کی تھی کہ ٹائم لائن قوانین میں نرمی کرتے ہوئے جلد این او سی جاری کیا جائے، تاہم اس خط کے ساتھ پی ایف ایف نے پلیئرز کے نام اور دیگر ضروری تفصیلات فراہم نہیں کیں گئی تھیں۔ پی ایس بی نے جوابی خط کے ذریعے پی ایف ایف پر واضح کیا کہ پلیئرز کی مکمل تفصیلات، میزبان ملک سے موصولہ دعوت نامے اور فیڈریشن کی انڈر ٹیکنگ سمیت دیگر ضروری دستاویزات فراہم کیے بغیر این او سی کا اجرا ممکن نہیں۔,پاکستان سپورٹس بورڈ (پی ایس بی) نے پاکستان فٹبال فیڈریشن (پی ایف ایف) کو سعودی عرب میں عمرہ سکیم کیلئے این او سی کے اجرا سے قبل ضروری دستاویزات جمع کرانے کی ہدایت کر دی۔ ذرائع کے مطابق پی ایف ایف نے 7 ستمبر کو عمرہ این او سی کیلئے پاکستان سپورٹس بورڈ کو خط لکھا تھا۔ اس خط میں عمرہ سکیم کی مکمل تفصیلات شامل نہیں تھیں۔ سعودی عرب کی جانب سے پی ایف ایف کو عمرہ کی دعوت نامہ آیا ہے۔ دونوں فیڈریشنز کے درمیان تعلقات بڑھانے کا کہا گیا۔ معصوم کے پی ایس بی کو بھیجے خط میں درخواست کی گئی ہے کہ عمرہ کی سکیم کو جلداز جلد جاری کیا جائے، تاہم اس خط کے ساتھ پی ایف ایف نے پیپرز کے نام اور دیگر ضروری تفصیلات فراہم نہیں کیں۔ پی ایس بی نے جواب خط کے ذریعے پی ایف ایف کو کہا کہ مکمل تفصیلات، میزبان ملک سے موصولہ دعوت نامہ اور فیڈریشن کی ہینڈلنگ سمیت دیگر ضروری دستاویزات این او سی کے بغیر این او سی کا اجرا ممکن نہیں۔,0.3622448979591837,0.23574561403508773,196
